drug_row,side_effect_col,label,matched_positive_col,prevalence_bin
12,258,0,621,4
12,2,0,621,4
12,445,0,621,4
12,215,0,621,4
12,236,0,621,4
12,696,1,696,4
12,269,0,696,4
12,607,0,696,4
12,445,0,696,4
12,180,0,696,4
12,778,0,696,4
12,758,1,758,4
12,180,0,758,4
12,269,0,758,4
12,258,0,758,4
12,35,0,758,4
12,861,0,758,4
12,774,1,774,1
12,536,0,774,1
12,245,0,774,1
12,270,0,774,1
12,279,0,774,1
12,33,0,774,1
12,885,1,885,3
12,808,0,885,3
12,832,0,885,3
12,539,0,885,3
12,883,0,885,3
12,655,0,885,3
12,904,1,904,3
12,443,0,904,3
12,234,0,904,3
12,53,0,904,3
12,946,0,904,3
12,655,0,904,3
12,912,1,912,2
12,431,0,912,2
12,984,0,912,2
12,114,0,912,2
12,303,0,912,2
12,399,0,912,2
12,930,1,930,3
12,443,0,930,3
12,937,0,930,3
12,488,0,930,3
12,720,0,930,3
12,342,0,930,3
12,944,1,944,1
12,245,0,944,1
12,622,0,944,1
12,279,0,944,1
12,44,0,944,1
12,409,0,944,1
12,950,1,950,3
12,808,0,950,3
12,970,0,950,3
12,688,0,950,3
12,832,0,950,3
12,946,0,950,3
12,978,1,978,4
12,236,0,978,4
12,92,0,978,4
12,607,0,978,4
12,74,0,978,4
12,269,0,978,4
13,2,1,2,4
13,332,0,2,4
13,683,0,2,4
13,215,0,2,4
13,35,0,2,4
13,445,0,2,4
13,20,1,20,0
13,572,0,20,0
13,40,0,20,0
13,405,0,20,0
13,522,0,20,0
13,806,0,20,0
13,21,1,21,2
13,386,0,21,2
13,631,0,21,2
13,460,0,21,2
13,227,0,21,2
13,399,0,21,2
13,22,1,22,1
13,610,0,22,1
13,901,0,22,1
13,83,0,22,1
13,279,0,22,1
13,245,0,22,1
13,28,1,28,3
13,688,0,28,3
13,656,0,28,3
13,937,0,28,3
13,488,0,28,3
13,655,0,28,3
13,44,1,44,1
13,270,0,44,1
13,827,0,44,1
13,944,0,44,1
13,689,0,44,1
13,358,0,44,1
13,74,1,74,4
13,269,0,74,4
13,332,0,74,4
13,683,0,74,4
13,445,0,74,4
13,92,0,74,4
13,147,1,147,1
13,944,0,147,1
13,71,0,147,1
13,622,0,147,1
13,458,0,147,1
13,270,0,147,1
13,207,1,207,4
13,215,0,207,4
13,35,0,207,4
13,258,0,207,4
13,683,0,207,4
13,269,0,207,4
13,234,1,234,3
13,946,0,234,3
13,838,0,234,3
13,620,0,234,3
13,488,0,234,3
13,720,0,234,3
13,236,1,236,4
13,225,0,236,4
13,683,0,236,4
13,35,0,236,4
13,258,0,236,4
13,468,0,236,4
13,243,1,243,4
13,332,0,243,4
13,468,0,243,4
13,445,0,243,4
13,35,0,243,4
13,683,0,243,4
13,252,1,252,4
13,273,0,252,4
13,225,0,252,4
13,180,0,252,4
13,258,0,252,4
13,269,0,252,4
13,307,1,307,1
13,622,0,307,1
13,516,0,307,1
13,279,0,307,1
13,458,0,307,1
13,536,0,307,1
13,318,1,318,0
13,385,0,318,0
13,523,0,318,0
13,806,0,318,0
13,228,0,318,0
13,247,0,318,0
13,342,1,342,3
13,930,0,342,3
13,181,0,342,3
13,688,0,342,3
13,937,0,342,3
13,808,0,342,3
13,361,1,361,2
13,303,0,361,2
13,984,0,361,2
13,275,0,361,2
13,146,0,361,2
13,132,0,361,2
13,381,1,381,0
13,266,0,381,0
13,793,0,381,0
13,228,0,381,0
13,881,0,381,0
13,572,0,381,0
13,401,1,401,4
13,468,0,401,4
13,225,0,401,4
13,445,0,401,4
13,180,0,401,4
13,269,0,401,4
13,409,1,409,1
13,689,0,409,1
13,85,0,409,1
13,622,0,409,1
13,458,0,409,1
13,774,0,409,1
13,464,1,464,1
13,827,0,464,1
13,536,0,464,1
13,622,0,464,1
13,279,0,464,1
13,270,0,464,1
13,477,1,477,0
13,986,0,477,0
13,660,0,477,0
13,333,0,477,0
13,562,0,477,0
13,754,0,477,0
13,505,1,505,4
13,332,0,505,4
13,215,0,505,4
13,92,0,505,4
13,273,0,505,4
13,468,0,505,4
13,519,1,519,1
13,630,0,519,1
13,245,0,519,1
13,33,0,519,1
13,516,0,519,1
13,300,0,519,1
13,539,1,539,3
13,838,0,539,3
13,930,0,539,3
13,946,0,539,3
13,265,0,539,3
13,656,0,539,3
13,564,1,564,3
13,885,0,564,3
13,265,0,564,3
13,720,0,564,3
13,937,0,564,3
13,688,0,564,3
13,607,1,607,4
13,215,0,607,4
13,445,0,607,4
13,273,0,607,4
13,269,0,607,4
13,80,0,607,4
13,621,1,621,4
13,468,0,621,4
13,215,0,621,4
13,225,0,621,4
13,180,0,621,4
13,258,0,621,4
13,691,1,691,0
13,385,0,691,0
13,247,0,691,0
13,40,0,691,0
13,523,0,691,0
13,333,0,691,0
13,696,1,696,4
13,180,0,696,4
13,258,0,696,4
13,269,0,696,4
13,92,0,696,4
13,80,0,696,4
13,758,1,758,4
13,468,0,758,4
13,225,0,758,4
13,215,0,758,4
13,445,0,758,4
13,92,0,758,4
13,778,1,778,4
13,35,0,778,4
13,258,0,778,4
13,92,0,778,4
13,468,0,778,4
13,445,0,778,4
13,832,1,832,3
13,937,0,832,3
13,838,0,832,3
13,720,0,832,3
13,443,0,832,3
13,432,0,832,3
13,861,1,861,4
13,180,0,861,4
13,332,0,861,4
13,269,0,861,4
13,683,0,861,4
13,273,0,861,4
13,867,1,867,0
13,806,0,867,0
13,455,0,867,0
13,572,0,867,0
13,793,0,867,0
13,562,0,867,0
13,869,1,869,2
13,399,0,869,2
13,132,0,869,2
13,386,0,869,2
13,204,0,869,2
13,452,0,869,2
13,904,1,904,3
13,885,0,904,3
13,53,0,904,3
13,265,0,904,3
13,720,0,904,3
13,937,0,904,3
13,924,1,924,0
13,806,0,924,0
13,986,0,924,0
13,974,0,924,0
13,881,0,924,0
13,523,0,924,0
13,950,1,950,3
13,930,0,950,3
13,620,0,950,3
13,656,0,950,3
13,53,0,950,3
13,181,0,950,3
13,970,1,970,3
13,838,0,970,3
13,885,0,970,3
13,930,0,970,3
13,432,0,970,3
13,620,0,970,3
13,978,1,978,4
13,92,0,978,4
13,445,0,978,4
13,225,0,978,4
13,258,0,978,4
13,80,0,978,4
14,132,1,132,2
14,345,0,132,2
14,361,0,132,2
14,912,0,132,2
14,1,0,132,2
14,460,0,132,2
14,207,1,207,4
14,243,0,207,4
14,269,0,207,4
14,80,0,207,4
14,225,0,207,4
14,683,0,207,4
14,252,1,252,4
14,258,0,252,4
14,74,0,252,4
14,269,0,252,4
14,236,0,252,4
14,861,0,252,4
14,273,1,273,4
14,180,0,273,4
14,607,0,273,4
14,236,0,273,4
14,215,0,273,4
14,332,0,273,4
14,275,1,275,2
14,361,0,275,2
14,869,0,275,2
14,227,0,275,2
14,306,0,275,2
14,25,0,275,2
14,401,1,401,4
14,225,0,401,4
14,35,0,401,4
14,683,0,401,4
14,2,0,401,4
14,258,0,401,4
14,431,1,431,2
14,79,0,431,2
14,638,0,431,2
14,733,0,431,2
14,984,0,431,2
14,227,0,431,2
14,468,1,468,4
14,607,0,468,4
14,180,0,468,4
14,80,0,468,4
14,225,0,468,4
14,683,0,468,4
14,516,1,516,1
14,622,0,516,1
14,409,0,516,1
14,245,0,516,1
14,827,0,516,1
14,307,0,516,1
14,564,1,564,3
14,28,0,564,3
14,432,0,564,3
14,181,0,564,3
14,342,0,564,3
14,930,0,564,3
14,621,1,621,4
14,35,0,621,4
14,607,0,621,4
14,696,0,621,4
14,505,0,621,4
14,236,0,621,4
14,688,1,688,3
14,930,0,688,3
14,946,0,688,3
14,443,0,688,3
14,432,0,688,3
14,620,0,688,3
14,689,1,689,1
14,901,0,689,1
14,270,0,689,1
14,22,0,689,1
14,85,0,689,1
14,279,0,689,1
14,758,1,758,4
14,505,0,758,4
14,683,0,758,4
14,696,0,758,4
14,80,0,758,4
14,445,0,758,4
14,793,1,793,0
14,523,0,793,0
14,562,0,793,0
14,754,0,793,0
14,247,0,793,0
14,572,0,793,0
14,885,1,885,3
14,883,0,885,3
14,342,0,885,3
14,539,0,885,3
14,832,0,885,3
14,488,0,885,3
14,944,1,944,1
14,358,0,944,1
14,307,0,944,1
14,464,0,944,1
14,83,0,944,1
14,245,0,944,1
14,950,1,950,3
14,28,0,950,3
14,620,0,950,3
14,432,0,950,3
14,234,0,950,3
14,53,0,950,3
14,970,1,970,3
14,656,0,970,3
14,539,0,970,3
14,832,0,970,3
14,620,0,970,3
14,443,0,970,3
14,978,1,978,4
14,74,0,978,4
14,332,0,978,4
14,683,0,978,4
14,92,0,978,4
14,2,0,978,4
15,21,1,21,2
15,306,0,21,2
15,869,0,21,2
15,204,0,21,2
15,912,0,21,2
15,79,0,21,2
15,53,1,53,3
15,970,0,53,3
15,950,0,53,3
15,904,0,53,3
15,930,0,53,3
15,655,0,53,3
15,71,1,71,1
15,610,0,71,1
15,279,0,71,1
15,270,0,71,1
15,83,0,71,1
15,901,0,71,1
15,207,1,207,4
15,861,0,207,4
15,35,0,207,4
15,92,0,207,4
15,269,0,207,4
15,758,0,207,4
15,243,1,243,4
15,861,0,243,4
15,758,0,243,4
15,236,0,243,4
15,683,0,243,4
15,74,0,243,4
15,252,1,252,4
15,225,0,252,4
15,758,0,252,4
15,2,0,252,4
15,468,0,252,4
15,180,0,252,4
15,258,1,258,4
15,607,0,258,4
15,92,0,258,4
15,778,0,258,4
15,80,0,258,4
15,445,0,258,4
15,401,1,401,4
15,621,0,401,4
15,92,0,401,4
15,180,0,401,4
15,80,0,401,4
15,225,0,401,4
15,505,1,505,4
15,80,0,505,4
15,74,0,505,4
15,332,0,505,4
15,273,0,505,4
15,225,0,505,4
15,631,1,631,2
15,204,0,631,2
15,869,0,631,2
15,303,0,631,2
15,361,0,631,2
15,227,0,631,2
15,885,1,885,3
15,539,0,885,3
15,946,0,885,3
15,181,0,885,3
15,432,0,885,3
15,808,0,885,3
15,975,1,975,2
15,146,0,975,2
15,912,0,975,2
15,204,0,975,2
15,452,0,975,2
15,638,0,975,2
15,978,1,978,4
15,2,0,978,4
15,74,0,978,4
15,758,0,978,4
15,215,0,978,4
15,180,0,978,4
16,2,1,2,4
16,225,0,2,4
16,696,0,2,4
16,92,0,2,4
16,215,0,2,4
16,74,0,2,4
16,71,1,71,1
16,279,0,71,1
16,516,0,71,1
16,22,0,71,1
16,85,0,71,1
16,33,0,71,1
16,207,1,207,4
16,225,0,207,4
16,180,0,207,4
16,332,0,207,4
16,505,0,207,4
16,35,0,207,4
16,236,1,236,4
16,269,0,236,4
16,35,0,236,4
16,180,0,236,4
16,225,0,236,4
16,505,0,236,4
16,243,1,243,4
16,269,0,243,4
16,92,0,243,4
16,683,0,243,4
16,607,0,243,4
16,80,0,243,4
16,245,1,245,1
16,270,0,245,1
16,536,0,245,1
16,307,0,245,1
16,85,0,245,1
16,630,0,245,1
16,252,1,252,4
16,215,0,252,4
16,74,0,252,4
16,92,0,252,4
16,258,0,252,4
16,225,0,252,4
16,265,1,265,3
16,885,0,265,3
16,656,0,265,3
16,181,0,265,3
16,488,0,265,3
16,539,0,265,3
16,273,1,273,4
16,92,0,273,4
16,505,0,273,4
16,180,0,273,4
16,225,0,273,4
16,258,0,273,4
16,300,1,300,1
16,827,0,300,1
16,270,0,300,1
16,516,0,300,1
16,85,0,300,1
16,901,0,300,1
16,318,1,318,0
16,806,0,318,0
16,924,0,318,0
16,385,0,318,0
16,405,0,318,0
16,381,0,318,0
16,361,1,361,2
16,631,0,361,2
16,733,0,361,2
16,392,0,361,2
16,345,0,361,2
16,227,0,361,2
16,386,1,386,2
16,21,0,386,2
16,146,0,386,2
16,452,0,386,2
16,306,0,386,2
16,869,0,386,2
16,401,1,401,4
16,258,0,401,4
16,180,0,401,4
16,92,0,401,4
16,225,0,401,4
16,74,0,401,4
16,431,1,431,2
16,79,0,431,2
16,869,0,431,2
16,733,0,431,2
16,345,0,431,2
16,132,0,431,2
16,468,1,468,4
16,225,0,468,4
16,607,0,468,4
16,683,0,468,4
16,215,0,468,4
16,269,0,468,4
16,477,1,477,0
16,385,0,477,0
16,562,0,477,0
16,793,0,477,0
16,381,0,477,0
16,32,0,477,0
16,621,1,621,4
16,215,0,621,4
16,80,0,621,4
16,683,0,621,4
16,861,0,621,4
16,445,0,621,4
16,689,1,689,1
16,536,0,689,1
16,83,0,689,1
16,944,0,689,1
16,307,0,689,1
16,147,0,689,1
16,758,1,758,4
16,215,0,758,4
16,92,0,758,4
16,607,0,758,4
16,683,0,758,4
16,225,0,758,4
16,778,1,778,4
16,861,0,778,4
16,80,0,778,4
16,258,0,778,4
16,215,0,778,4
16,269,0,778,4
16,904,1,904,3
16,234,0,904,3
16,656,0,904,3
16,620,0,904,3
16,181,0,904,3
16,937,0,904,3
16,912,1,912,2
16,275,0,912,2
16,25,0,912,2
16,460,0,912,2
16,452,0,912,2
16,146,0,912,2
16,978,1,978,4
16,225,0,978,4
16,332,0,978,4
16,180,0,978,4
16,445,0,978,4
16,74,0,978,4
17,2,1,2,4
17,386,0,2,4
17,519,0,2,4
17,245,0,2,4
17,33,0,2,4
17,869,0,2,4
17,35,1,35,4
17,71,0,35,4
17,572,0,35,4
17,21,0,35,4
17,32,0,35,4
17,885,0,35,4
17,44,1,44,1
17,689,0,44,1
17,464,0,44,1
17,516,0,44,1
17,409,0,44,1
17,827,0,44,1
17,74,1,74,4
17,279,0,74,4
17,519,0,74,4
17,808,0,74,4
17,488,0,74,4
17,655,0,74,4
17,80,1,80,4
17,83,0,80,4
17,21,0,80,4
17,838,0,80,4
17,22,0,80,4
17,733,0,80,4
17,85,1,85,1
17,458,0,85,1
17,519,0,85,1
17,516,0,85,1
17,22,0,85,1
17,279,0,85,1
17,92,1,92,4
17,733,0,92,4
17,270,0,92,4
17,53,0,92,4
17,689,0,92,4
17,1,0,92,4
17,114,1,114,2
17,361,0,114,2
17,1,0,114,2
17,975,0,114,2
17,869,0,114,2
17,638,0,114,2
17,147,1,147,1
17,944,0,147,1
17,689,0,147,1
17,464,0,147,1
17,630,0,147,1
17,307,0,147,1
17,181,1,181,3
17,234,0,181,3
17,808,0,181,3
17,946,0,181,3
17,656,0,181,3
17,655,0,181,3
17,204,1,204,2
17,303,0,204,2
17,146,0,204,2
17,1,0,204,2
17,638,0,204,2
17,361,0,204,2
17,207,1,207,4
17,279,0,207,4
17,838,0,207,4
17,458,0,207,4
17,455,0,207,4
17,946,0,207,4
17,215,1,215,4
17,20,0,215,4
17,361,0,215,4
17,409,0,215,4
17,655,0,215,4
17,258,0,215,4
17,227,1,227,2
17,132,0,227,2
17,631,0,227,2
17,275,0,227,2
17,386,0,227,2
17,361,0,227,2
17,243,1,243,4
17,25,0,243,4
17,234,0,243,4
17,361,0,243,4
17,245,0,243,4
17,488,0,243,4
17,252,1,252,4
17,225,0,252,4
17,381,0,252,4
17,701,0,252,4
17,539,0,252,4
17,944,0,252,4
17,265,1,265,3
17,234,0,265,3
17,946,0,265,3
17,720,0,265,3
17,656,0,265,3
17,808,0,265,3
17,269,1,269,4
17,234,0,269,4
17,21,0,269,4
17,71,0,269,4
17,392,0,269,4
17,303,0,269,4
17,273,1,273,4
17,912,0,273,4
17,234,0,273,4
17,258,0,273,4
17,228,0,273,4
17,516,0,273,4
17,306,1,306,2
17,452,0,306,2
17,146,0,306,2
17,869,0,306,2
17,399,0,306,2
17,631,0,306,2
17,332,1,332,4
17,392,0,332,4
17,562,0,332,4
17,443,0,332,4
17,944,0,332,4
17,225,0,332,4
17,345,1,345,2
17,638,0,345,2
17,460,0,345,2
17,392,0,345,2
17,431,0,345,2
17,984,0,345,2
17,358,1,358,1
17,774,0,358,1
17,22,0,358,1
17,245,0,358,1
17,944,0,358,1
17,270,0,358,1
17,401,1,401,4
17,79,0,401,4
17,519,0,401,4
17,279,0,401,4
17,539,0,401,4
17,40,0,401,4
17,432,1,432,3
17,488,0,432,3
17,720,0,432,3
17,28,0,432,3
17,342,0,432,3
17,838,0,432,3
17,445,1,445,4
17,32,0,445,4
17,405,0,445,4
17,455,0,445,4
17,431,0,445,4
17,488,0,445,4
17,468,1,468,4
17,638,0,468,4
17,974,0,468,4
17,572,0,468,4
17,392,0,468,4
17,488,0,468,4
17,505,1,505,4
17,307,0,505,4
17,381,0,505,4
17,258,0,505,4
17,146,0,505,4
17,303,0,505,4
17,522,1,522,0
17,924,0,522,0
17,266,0,522,0
17,867,0,522,0
17,477,0,522,0
17,228,0,522,0
17,536,1,536,1
17,300,0,536,1
17,307,0,536,1
17,464,0,536,1
17,827,0,536,1
17,774,0,536,1
17,564,1,564,3
17,656,0,564,3
17,946,0,564,3
17,234,0,564,3
17,937,0,564,3
17,808,0,564,3
17,607,1,607,4
17,793,0,607,4
17,519,0,607,4
17,342,0,607,4
17,944,0,607,4
17,912,0,607,4
17,620,1,620,3
17,28,0,620,3
17,488,0,620,3
17,656,0,620,3
17,53,0,620,3
17,234,0,620,3
17,621,1,621,4
17,132,0,621,4
17,924,0,621,4
17,146,0,621,4
17,488,0,621,4
17,937,0,621,4
17,622,1,622,1
17,944,0,622,1
17,774,0,622,1
17,464,0,622,1
17,307,0,622,1
17,33,0,622,1
17,660,1,660,0
17,806,0,660,0
17,228,0,660,0
17,867,0,660,0
17,691,0,660,0
17,701,0,660,0
17,683,1,683,4
17,904,0,683,4
17,275,0,683,4
17,146,0,683,4
17,477,0,683,4
17,258,0,683,4
17,688,1,688,3
17,808,0,688,3
17,342,0,688,3
17,656,0,688,3
17,904,0,688,3
17,946,0,688,3
17,696,1,696,4
17,266,0,696,4
17,477,0,696,4
17,28,0,696,4
17,488,0,696,4
17,562,0,696,4
17,754,1,754,0
17,381,0,754,0
17,523,0,754,0
17,924,0,754,0
17,974,0,754,0
17,986,0,754,0
17,758,1,758,4
17,32,0,758,4
17,974,0,758,4
17,516,0,758,4
17,937,0,758,4
17,361,0,758,4
17,778,1,778,4
17,656,0,778,4
17,516,0,778,4
17,409,0,778,4
17,303,0,778,4
17,924,0,778,4
17,832,1,832,3
17,28,0,832,3
17,443,0,832,3
17,808,0,832,3
17,656,0,832,3
17,937,0,832,3
17,861,1,861,4
17,516,0,861,4
17,827,0,861,4
17,733,0,861,4
17,838,0,861,4
17,83,0,861,4
17,881,1,881,0
17,974,0,881,0
17,381,0,881,0
17,924,0,881,0
17,477,0,881,0
17,385,0,881,0
17,883,1,883,3
17,808,0,883,3
17,539,0,883,3
17,656,0,883,3
17,720,0,883,3
17,904,0,883,3
17,901,1,901,1
17,71,0,901,1
17,689,0,901,1
17,774,0,901,1
17,458,0,901,1
17,279,0,901,1
17,930,1,930,3
17,539,0,930,3
17,443,0,930,3
17,28,0,930,3
17,342,0,930,3
17,720,0,930,3
17,950,1,950,3
17,937,0,950,3
17,539,0,950,3
17,488,0,950,3
17,234,0,950,3
17,946,0,950,3
17,970,1,970,3
17,28,0,970,3
17,838,0,970,3
17,656,0,970,3
17,655,0,970,3
17,342,0,970,3
17,978,1,978,4
17,455,0,978,4
17,431,0,978,4
17,303,0,978,4
17,443,0,978,4
17,318,0,978,4
18,21,1,21,2
18,460,0,21,2
18,25,0,21,2
18,431,0,21,2
18,204,0,21,2
18,1,0,21,2
18,22,1,22,1
18,464,0,22,1
18,245,0,22,1
18,279,0,22,1
18,516,0,22,1
18,270,0,22,1
18,28,1,28,3
18,655,0,28,3
18,53,0,28,3
18,883,0,28,3
18,838,0,28,3
18,488,0,28,3
18,80,1,80,4
18,445,0,80,4
18,861,0,80,4
18,92,0,80,4
18,35,0,80,4
18,258,0,80,4
18,83,1,83,1
18,270,0,83,1
18,307,0,83,1
18,516,0,83,1
18,464,0,83,1
18,689,0,83,1
18,181,1,181,3
18,937,0,181,3
18,488,0,181,3
18,838,0,181,3
18,832,0,181,3
18,443,0,181,3
18,207,1,207,4
18,778,0,207,4
18,215,0,207,4
18,683,0,207,4
18,92,0,207,4
18,273,0,207,4
18,225,1,225,4
18,180,0,225,4
18,35,0,225,4
18,92,0,225,4
18,683,0,225,4
18,468,0,225,4
18,243,1,243,4
18,269,0,243,4
18,258,0,243,4
18,92,0,243,4
18,445,0,243,4
18,236,0,243,4
18,247,1,247,0
18,572,0,247,0
18,881,0,247,0
18,405,0,247,0
18,333,0,247,0
18,867,0,247,0
18,252,1,252,4
18,236,0,252,4
18,861,0,252,4
18,35,0,252,4
18,468,0,252,4
18,74,0,252,4
18,265,1,265,3
18,838,0,265,3
18,832,0,265,3
18,970,0,265,3
18,688,0,265,3
18,443,0,265,3
18,300,1,300,1
18,147,0,300,1
18,610,0,300,1
18,307,0,300,1
18,827,0,300,1
18,464,0,300,1
18,332,1,332,4
18,2,0,332,4
18,35,0,332,4
18,236,0,332,4
18,445,0,332,4
18,468,0,332,4
18,345,1,345,2
18,114,0,345,2
18,869,0,345,2
18,303,0,345,2
18,733,0,345,2
18,132,0,345,2
18,381,1,381,0
18,523,0,381,0
18,405,0,381,0
18,793,0,381,0
18,974,0,381,0
18,266,0,381,0
18,401,1,401,4
18,778,0,401,4
18,861,0,401,4
18,92,0,401,4
18,74,0,401,4
18,236,0,401,4
18,432,1,432,3
18,539,0,432,3
18,53,0,432,3
18,234,0,432,3
18,720,0,432,3
18,808,0,432,3
18,505,1,505,4
18,236,0,505,4
18,778,0,505,4
18,607,0,505,4
18,683,0,505,4
18,215,0,505,4
18,519,1,519,1
18,358,0,519,1
18,689,0,519,1
18,85,0,519,1
18,33,0,519,1
18,827,0,519,1
18,621,1,621,4
18,215,0,621,4
18,778,0,621,4
18,273,0,621,4
18,269,0,621,4
18,2,0,621,4
18,696,1,696,4
18,215,0,696,4
18,180,0,696,4
18,607,0,696,4
18,778,0,696,4
18,269,0,696,4
18,758,1,758,4
18,180,0,758,4
18,74,0,758,4
18,269,0,758,4
18,92,0,758,4
18,258,0,758,4
18,774,1,774,1
18,536,0,774,1
18,622,0,774,1
18,630,0,774,1
18,516,0,774,1
18,85,0,774,1
18,885,1,885,3
18,342,0,885,3
18,620,0,885,3
18,937,0,885,3
18,539,0,885,3
18,832,0,885,3
18,904,1,904,3
18,620,0,904,3
18,234,0,904,3
18,838,0,904,3
18,970,0,904,3
18,443,0,904,3
18,912,1,912,2
18,361,0,912,2
18,227,0,912,2
18,79,0,912,2
18,638,0,912,2
18,869,0,912,2
18,930,1,930,3
18,620,0,930,3
18,564,0,930,3
18,883,0,930,3
18,342,0,930,3
18,656,0,930,3
18,944,1,944,1
18,85,0,944,1
18,464,0,944,1
18,610,0,944,1
18,901,0,944,1
18,622,0,944,1
18,950,1,950,3
18,937,0,950,3
18,832,0,950,3
18,656,0,950,3
18,720,0,950,3
18,883,0,950,3
18,978,1,978,4
18,236,0,978,4
18,258,0,978,4
18,74,0,978,4
18,861,0,978,4
18,468,0,978,4
19,85,1,85,1
19,307,0,85,1
19,536,0,85,1
19,147,0,85,1
19,464,0,85,1
19,630,0,85,1
19,180,1,180,4
19,273,0,180,4
19,696,0,180,4
19,207,0,180,4
19,80,0,180,4
19,92,0,180,4
19,252,1,252,4
19,236,0,252,4
19,225,0,252,4
19,215,0,252,4
19,778,0,252,4
19,92,0,252,4
19,269,1,269,4
19,758,0,269,4
19,225,0,269,4
19,236,0,269,4
19,35,0,269,4
19,207,0,269,4
19,303,1,303,2
19,460,0,303,2
19,392,0,303,2
19,79,0,303,2
19,132,0,303,2
19,361,0,303,2
19,318,1,318,0
19,701,0,318,0
19,806,0,318,0
19,562,0,318,0
19,455,0,318,0
19,691,0,318,0
19,332,1,332,4
19,273,0,332,4
19,225,0,332,4
19,215,0,332,4
19,207,0,332,4
19,92,0,332,4
19,345,1,345,2
19,392,0,345,2
19,631,0,345,2
19,361,0,345,2
19,25,0,345,2
19,306,0,345,2
19,386,1,386,2
19,79,0,386,2
19,114,0,386,2
19,227,0,386,2
19,975,0,386,2
19,392,0,386,2
19,401,1,401,4
19,505,0,401,4
19,80,0,401,4
19,215,0,401,4
19,225,0,401,4
19,35,0,401,4
19,445,1,445,4
19,207,0,445,4
19,778,0,445,4
19,35,0,445,4
19,225,0,445,4
19,758,0,445,4
19,452,1,452,2
19,275,0,452,2
19,204,0,452,2
19,227,0,452,2
19,431,0,452,2
19,114,0,452,2
19,468,1,468,4
19,35,0,468,4
19,696,0,468,4
19,243,0,468,4
19,74,0,468,4
19,258,0,468,4
19,607,1,607,4
19,273,0,607,4
19,80,0,607,4
19,207,0,607,4
19,35,0,607,4
19,2,0,607,4
19,621,1,621,4
19,683,0,621,4
19,80,0,621,4
19,92,0,621,4
19,207,0,621,4
19,696,0,621,4
19,861,1,861,4
19,273,0,861,4
19,225,0,861,4
19,243,0,861,4
19,683,0,861,4
19,778,0,861,4
19,883,1,883,3
19,946,0,883,3
19,937,0,883,3
19,53,0,883,3
19,656,0,883,3
19,432,0,883,3
19,885,1,885,3
19,265,0,885,3
19,488,0,885,3
19,838,0,885,3
19,904,0,885,3
19,539,0,885,3
19,912,1,912,2
19,275,0,912,2
19,460,0,912,2
19,306,0,912,2
19,204,0,912,2
19,361,0,912,2
19,924,1,924,0
19,333,0,924,0
19,806,0,924,0
19,986,0,924,0
19,40,0,924,0
19,522,0,924,0
19,970,1,970,3
19,234,0,970,3
19,28,0,970,3
19,904,0,970,3
19,181,0,970,3
19,265,0,970,3
19,978,1,978,4
19,258,0,978,4
19,215,0,978,4
19,2,0,978,4
19,243,0,978,4
19,225,0,978,4
20,21,1,21,2
20,146,0,21,2
20,132,0,21,2
20,275,0,21,2
20,638,0,21,2
20,1,0,21,2
20,25,1,25,2
20,361,0,25,2
20,345,0,25,2
20,460,0,25,2
20,275,0,25,2
20,984,0,25,2
20,28,1,28,3
20,688,0,28,3
20,620,0,28,3
20,970,0,28,3
20,937,0,28,3
20,488,0,28,3
20,32,1,32,0
20,754,0,32,0
20,266,0,32,0
20,455,0,32,0
20,318,0,32,0
20,381,0,32,0
20,35,1,35,4
20,468,0,35,4
20,236,0,35,4
20,861,0,35,4
20,92,0,35,4
20,258,0,35,4
20,53,1,53,3
20,832,0,53,3
20,937,0,53,3
20,950,0,53,3
20,655,0,53,3
20,808,0,53,3
20,71,1,71,1
20,22,0,71,1
20,516,0,71,1
20,409,0,71,1
20,307,0,71,1
20,358,0,71,1
20,74,1,74,4
20,332,0,74,4
20,2,0,74,4
20,258,0,74,4
20,468,0,74,4
20,505,0,74,4
20,79,1,79,2
20,638,0,79,2
20,275,0,79,2
20,361,0,79,2
20,984,0,79,2
20,146,0,79,2
20,80,1,80,4
20,258,0,80,4
20,273,0,80,4
20,468,0,80,4
20,180,0,80,4
20,505,0,80,4
20,83,1,83,1
20,22,0,83,1
20,307,0,83,1
20,944,0,83,1
20,245,0,83,1
20,630,0,83,1
20,114,1,114,2
20,345,0,114,2
20,1,0,114,2
20,638,0,114,2
20,146,0,114,2
20,132,0,114,2
20,181,1,181,3
20,883,0,181,3
20,564,0,181,3
20,838,0,181,3
20,432,0,181,3
20,265,0,181,3
20,204,1,204,2
20,452,0,204,2
20,1,0,204,2
20,733,0,204,2
20,146,0,204,2
20,460,0,204,2
20,207,1,207,4
20,225,0,207,4
20,861,0,207,4
20,236,0,207,4
20,258,0,207,4
20,468,0,207,4
20,215,1,215,4
20,2,0,215,4
20,236,0,215,4
20,225,0,215,4
20,258,0,215,4
20,332,0,215,4
20,228,1,228,0
20,266,0,228,0
20,986,0,228,0
20,522,0,228,0
20,793,0,228,0
20,333,0,228,0
20,243,1,243,4
20,2,0,243,4
20,468,0,243,4
20,236,0,243,4
20,92,0,243,4
20,332,0,243,4
20,252,1,252,4
20,258,0,252,4
20,332,0,252,4
20,92,0,252,4
20,2,0,252,4
20,505,0,252,4
20,269,1,269,4
20,861,0,269,4
20,332,0,269,4
20,225,0,269,4
20,505,0,269,4
20,468,0,269,4
