drug_index,drug,smiles,murcko_scaffold,split_group,has_murcko_scaffold,n_positive,scaffold_fold
236,chlormethine,CN(CCCl)CCCl,,ACYCLIC::CN(CCCl)CCCl,False,6,1
237,medroxyprogesterone,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,True,35,1
238,megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,True,7,5
239,meloxicam,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,True,62,3
240,melphalan,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,c1ccccc1,c1ccccc1,True,37,0
241,memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C,C1C2CC3CC1CC(C2)C3,C1C2CC3CC1CC(C2)C3,True,134,2
242,mesalazine,C1=CC(=C(C=C1N)C(=O)O)O,c1ccccc1,c1ccccc1,True,117,0
243,orciprenaline,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,c1ccccc1,c1ccccc1,True,34,0
244,metformin,CN(C)C(=N)N=C(N)N,,ACYCLIC::CN(C)C(=N)N=C(N)N,False,22,9
245,methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,c1ccc(NCc2cnc3ncncc3n2)cc1,c1ccc(NCc2cnc3ncncc3n2)cc1,True,15,0
246,methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,c1ccc(CC2CCCCN2)cc1,c1ccc(CC2CCCCN2)cc1,True,109,1
247,metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,O=C1c2ccccc2NCN1c1ccccc1,O=C1c2ccccc2NCN1c1ccccc1,True,14,3
248,metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,c1ccccc1,c1ccccc1,True,80,0
249,metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],c1c[nH]cn1,c1c[nH]cn1,True,67,5
250,metyrapone,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,O=C(Cc1cccnc1)c1cccnc1,O=C(Cc1cccnc1)c1cccnc1,True,10,6
251,mexiletine,CC1=C(C(=CC=C1)C)OCC(C)N,c1ccccc1,c1ccccc1,True,36,0
252,mianserin,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,True,10,7
253,miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,True,28,7
254,midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,c1ccc(C2=NCc3cncn3-c3ccccc32)cc1,c1ccc(C2=NCc3cncn3-c3ccccc32)cc1,True,29,9
255,midodrine,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,c1ccccc1,c1ccccc1,True,17,0
256,mifepristone,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,True,26,3
257,mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,c1ccc2c(c1)Cc1cccnc1N1CCNCC21,c1ccc2c(c1)Cc1cccnc1N1CCNCC21,True,210,8
258,mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21,True,78,1
259,armodafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,True,38,8
260,modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,True,20,8
261,mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21,O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21,True,23,9
262,montelukast,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,True,15,3
263,morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,True,26,9
264,moxifloxacin,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,O=c1ccn(C2CC2)c2cc(N3CC4CCCNC4C3)ccc12,O=c1ccn(C2CC2)c2cc(N3CC4CCCNC4C3)ccc12,True,20,7
265,mupirocin,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,C1COCC(CC2CO2)C1,C1COCC(CC2CO2)C1,True,13,4
266,mycophenolic.acid,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC,O=C1OCc2ccccc21,O=C1OCc2ccccc21,True,74,6
267,technetium.(99mTc).tetrofosmin,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,,ACYCLIC::CCOCCP(CCOCC)CCP(CCOCC)CCOCC,False,11,7
268,nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,c1ccc2ccccc2c1,c1ccc2ccccc2c1,True,91,7
269,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,True,6,5
270,nalmefene,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,C=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,C=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,True,9,5
271,naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,True,14,1
272,naphazoline,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,c1ccc2c(CC3=NCCN3)cccc2c1,c1ccc2c(CC3=NCCN3)cccc2c1,True,6,2
273,naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,c1ccc2c(C3CCNCC3)c[nH]c2c1,c1ccc2c(C3CCNCC3)c[nH]c2c1,True,144,1
274,nateglinide,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,O=C(NCCc1ccccc1)C1CCCCC1,O=C(NCCc1ccccc1)C1CCCCC1,True,24,6
275,nefazodone,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1,O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1,True,141,2
276,nelfinavir,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,O=C(NC(CCN1CCC2CCCCC2C1)CSc1ccccc1)c1ccccc1,O=C(NC(CCN1CCC2CCCCC2C1)CSc1ccccc1)c1ccccc1,True,12,9
277,nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,O=C1Nc2cccnc2N(C2CC2)c2ncccc21,O=C1Nc2cccnc2N(C2CC2)c2ncccc21,True,34,9
278,nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C1=CC(c2ccccc2)C=CN1,C1=CC(c2ccccc2)C=CN1,True,33,3
279,nilutamide,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,O=C1CNC(=O)N1c1ccccc1,O=C1CNC(=O)N1c1ccccc1,True,42,1
280,nimodipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,C1=CC(c2ccccc2)C=CN1,C1=CC(c2ccccc2)C=CN1,True,9,3
281,nisoldipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C1=CC(c2ccccc2)C=CN1,C1=CC(c2ccccc2)C=CN1,True,11,3
282,glyceryl.trinitrate,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],,ACYCLIC::O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],False,17,4
283,nizatidine,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,c1cscn1,c1cscn1,True,22,1
284,norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,True,10,3
285,levonorgestrel,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,True,32,1
286,repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1,O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1,True,7,3
287,ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,True,16,9
288,olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,c1ccc2c(c1)N=c1sccc1=C(N1CCNCC1)N2,c1ccc2c(c1)N=c1sccc1=C(N1CCNCC1)N2,True,305,2
289,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,True,87,2
290,ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,True,44,7
291,orlistat,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,O=C1CCO1,O=C1CCO1,True,67,1
292,oseltamivir,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,C1=CCCCC1,C1=CCCCC1,True,13,6
293,oxaliplatin,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],C1CCCCC1,C1CCCCC1,True,121,5
294,oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,c1ccc(CC2CCCCC2)cc1,c1ccc(CC2CCCCC2)cc1,True,91,9
295,oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,True,10,9
296,paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,True,32,6
297,pamidronic.acid,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],,ACYCLIC::NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],False,106,3
298,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,True,57,2
299,paroxetine,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,True,408,9
300,penbutolol,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,c1ccc(C2CCCC2)cc1,c1ccc(C2CCCC2)cc1,True,14,6
301,penciclovir,C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,O=c1nc[nH]c2[nH]cnc12,O=c1nc[nH]c2[nH]cnc12,True,15,4
302,penicillamine,CC(C)(C(C(=O)O)N)S,,ACYCLIC::CC(C)(S)C(N)C(=O)O,False,6,3
303,pentamidine.isethionate,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,c1ccc(OCCCCCOc2ccccc2)cc1,c1ccc(OCCCCCOc2ccccc2)cc1,True,9,4
304,pentostatin,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,C1=NCCc2ncn(C3CCCO3)c2N1,C1=NCCc2ncn(C3CCCO3)c2N1,True,54,2
305,pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,True,18,1
306,pergolide,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,True,293,9
307,sodium.phenylbutyrate,C1=CC=C(C=C1)CCCC(=O)O,c1ccccc1,c1ccccc1,True,35,0
308,pilocarpine,CCC1C(COC1=O)CC2=CN=CN2C,O=C1CC(Cc2cnc[nH]2)CO1,O=C1CC(Cc2cnc[nH]2)CO1,True,14,1
309,pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,True,13,4
310,pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,O=C1NC(=O)C(Cc2ccc(OCCc3ccccn3)cc2)S1,O=C1NC(=O)C(Cc2ccc(OCCc3ccccn3)cc2)S1,True,42,1
311,piperacillin,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3CCSC23)c2ccccc2)C1=O,O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3CCSC23)c2ccccc2)C1=O,True,36,6
312,pirbuterol,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,c1ccncc1,c1ccncc1,True,22,6
313,podophyllotoxin,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4,O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4,True,7,2
314,pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,c1nc2c(s1)CCCC2,c1nc2c(s1)CCCC2,True,103,1
315,pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,C1=CC2=CCCCC2CC1,C1=CC2=CCCCC2CC1,True,46,8
316,prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,True,23,4
317,progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,True,29,1
318,propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,O=C(CCc1ccccc1)c1ccccc1,O=C(CCc1ccccc1)c1ccccc1,True,58,3
319,propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,c1ccc2ccccc2c1,c1ccc2ccccc2c1,True,16,7
320,pyridostigmine,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,c1cc[nH+]cc1,c1cc[nH+]cc1,True,13,4
321,quazepam,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,S=C1CN=C(c2ccccc2)c2ccccc2N1,S=C1CN=C(c2ccccc2)c2ccccc2N1,True,6,3
322,quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,True,252,0
323,quinapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,True,5,1
324,rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,True,53,2
325,raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,True,66,7
326,ramipril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,O=C(CNCCCc1ccccc1)N1CCC2CCCC21,O=C(CNCCCc1ccccc1)N1CCC2CCCC21,True,26,6
327,sirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,True,63,5
328,rescinnamine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC,O=C(C=Cc1ccccc1)OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1,O=C(C=Cc1ccccc1)OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1,True,24,4
329,ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,c1ncn(C2CCCO2)n1,c1ncn(C2CCCO2)n1,True,281,2
330,riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,c1ccc2scnc2c1,c1ccc2scnc2c1,True,265,9
331,rimantadine,CC(C12CC3CC(C1)CC(C3)C2)N,C1C2CC3CC1CC(C2)C3,C1C2CC3CC1CC(C2)C3,True,16,2
332,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,True,326,2
333,ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(CNC(=O)NCc1cscn1)NC(CCC(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,O=C(CNC(=O)NCc1cscn1)NC(CCC(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,True,41,3
334,rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,c1ccccc1,c1ccccc1,True,346,0
335,rizatriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,c1ncn(Cc2ccc3[nH]ccc3c2)n1,c1ncn(Cc2ccc3[nH]ccc3c2)n1,True,102,0
336,rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,O=C1OCC(c2ccccc2)=C1c1ccccc1,O=C1OCC(c2ccccc2)=C1c1ccccc1,True,16,5
337,ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,O=C1Cc2ccccc2N1,O=C1Cc2ccccc2N1,True,396,7
338,salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,True,37,6
339,stavudine,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,O=c1ccn(C2C=CCO2)c(=O)[nH]1,O=c1ccn(C2C=CCO2)c(=O)[nH]1,True,45,4
340,selegiline,CC(CC1=CC=CC=C1)N(C)CC#C,c1ccccc1,c1ccccc1,True,198,0
341,sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,c1ccc(C2CCCc3ccccc32)cc1,c1ccc(C2CCCc3ccccc32)cc1,True,264,8
342,sildenafil,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]c2cn[nH]c12,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]c2cn[nH]c12,True,59,3
343,risedronic.acid,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,c1ccncc1,c1ccncc1,True,68,6
344,sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,c1ccccc1,c1ccccc1,True,54,0
345,sparfloxacin,CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(=O)O)F,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,True,20,4
346,imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,True,251,3
347,streptomycin,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,C1CCC(OC2OCCC2OC2CCCCO2)CC1,C1CCC(OC2OCCC2OC2CCCCO2)CC1,True,5,8
348,streptozocin,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,C1CCOCC1,C1CCOCC1,True,11,6
349,sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,True,193,4
350,tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,True,233,7
351,tamoxifen,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,True,92,2
352,gatifloxacin,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,True,15,4
353,tazarotene,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,C(#Cc1ccccn1)c1ccc2c(c1)CCCS2,C(#Cc1ccccn1)c1ccc2c(c1)CCCS2,True,19,1
354,temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,O=C1CN=C(c2ccccc2)c2ccccc2N1,O=C1CN=C(c2ccccc2)c2ccccc2N1,True,12,5
355,temozolomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,O=c1[nH]nnc2cncn12,O=c1[nH]nnc2cncn12,True,164,8
356,teniposide,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4,O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4,True,23,8
